Title,Author,Price
"Our Freedom and its Results by Five Women - Eleanor F. Rathbone, Erna Reiss, Ray Strachey, Alison Neilans, Mary Agnes Hamilton","STRACHEY, Ray [Rachel] - Editor",US$ 350.00
A Time to Dance,"Lewis, C. Day",US$ 13.00
The Voyage Out.,"Woolf, Virginia.",US$ 45.25
The Edwardians,"Sackville-West, V",US$ 25.00
"Collected Poems 1929 - 1933 Transitional Poem, From Feathers to Iron, The Magnetic Mountain",C. Day Lewis,US$ 31.60
SOLITUDE A POEM,V. Sackville West,US$ 204.95
CAMBRIDGE POETRY 1929.,"SALTMARSHE, Christopher, John Davenport, William Empson & Basil Wright.",US$ 77.58
Parallax.,"CUNARD, Nancy.",US$ 969.74
THE DARK ISLAND,"West, V. Sackville",US$ 32.32
Turbott Wolfe,"PLOMER, William",US$ 114.62
"THE APOLOGY OF ARTHUR RIMBAUD, A Dialogue","Sackville West, Edward",US$ 82.50
ROMANCE OF A HAREM,"Forestier-Walker, Clarence",US$ 69.60
Kenya . with an introduction by Professor Gilbert Murray,"Leys, Norman",US$ 156.25
The Noise of History. Hogarth Living Poets Second Series No. 2,John Lehmann,US$ 160.42
The Noise of History. Hogarth Living Poets Second Series No. 2,"Lehmann, John",US$ 300.00
The Economic Consequences of Mr. Churchill.,"KEYNES, John Maynard.",US$ 387.90
POEMS.,"RILKE, Rainer Maria, J. B. Leishman ( Trans.).",US$ 38.79
TRANSITION: ESSAYS ON CONTEMPORARY LITERATURE.,"MUIR, Edwin.",US$ 31.03
Lions and Shadows,"Isherwood, Christopher","US$ 1,200.00"
COLLECTED POEMS: VOLUME ONE,"West, V.Sackville",US$ 77.58
Chosen Poems,"Ainslie, Douglas",US$ 95.00
The Crisis and the Constitution 1931 and After,"Laski, Harold J.",US$ 48.00
"Poems (handprinted by Virginia Woolf !),","Bell, Clive:",US$ 354.81
A Room of One's Own,"Woolf, Virginia",US$ 969.74
COLLECTED POEMS 1929-1933,"DAY LEWIS, C.",US$ 5.54
SELECTED POEMS,"DAY LEWIS, C.",US$ 5.54
SELECTED POEMS-NEW HOGARTH LIBRARY VOL. II,"DAY LEWIS, C.",US$ 3.33
"The Legend of Monte della Sibilla, or Le Paradis de la Reine Sibille (handprinted by Virginia Woolf !),","Bell, Clive:",US$ 354.81
A Sampler of Castile By Roger Fry,Roger Fry,US$ 129.30
A Letter to Madan Blanchard : The Hogarth Letters No. 1,"Forster, E. M.",US$ 25.86
The Backward Son - A Novel.,"SPENDER, Stephen.",US$ 290.92
Hogarth Living Poets. No 17. A Broadcast Anthology of Modern Poetry,"Wellesley, Dorothy (edited by)",US$ 32.32
CHARLES LAMB AND HIS CONTEMPORARIES,Edmund Blunden,US$ 59.95
THREE GUINEAS,Virginia Woolf,US$ 409.95
Histriophone; A Dialogue on Dramatic Diction,"Dobrée, Bonamy",US$ 30.00
The Whirligig of Taste,"Kellett, E.E.",US$ 85.00
THE STRUCTURE OF WUTHERING HEIGHTS The Hogarth Essays,"C. P. S. Sanger, C. P. Bronte",US$ 234.95
New Signatures: Poems by Several Hands,"Michael Roberts, Ed.",US$ 155.00
Cambridge Poetry 1929,"Christopher Saltmarshe, John Davenport & Basil Wright, Eds.; William Empson",US$ 150.00
The New Realism. A Discussion,"Spender, Stephen",US$ 25.00
A Letter to Madan Blanchard,"Forster, E. M.",US$ 25.00
A Letter on the French Pictures,"Mortimer, Raymond",US$ 30.00
Paul Valéry,"Bosanquet, Theodora",US$ 40.00
A Letter to Mrs. Virginia Woolf,"Quennell, Peter",US$ 40.00
Poetry & Criticism,"Sitwell, Edith",US$ 40.00
The Marionette,"Muir, Edwin",US$ 60.00
A Letter to a Grandfather,"West, Rebecca",US$ 75.00
Histriophone,"Dobree, Bonamy",US$ 75.00
Dear Judas and other poems,"Jeffers, Robinson",US$ 90.00
Contemporary Techniques of Poetry. A Political Analogy,"Graves, Robert",US$ 100.00
In Our Town,"Hobson, Coralie",US$ 150.00
An Outline of Musical History (2 vols),"Hewitt, Thos. J. and Ralph Hill",US$ 150.00
India in Transition,"Pole, D. Graham",US$ 150.00
Between the Acts,"Woolf, Virginia",US$ 175.00
Victorian Photographs of Famous Men & Fair Women. With introductions by Virginia Woolf and Roger Fry,"(Woolf, Virginia) ; Cameron, Julia Margaret","US$ 3,500.00"
Delius,"Hull, Robert H.",US$ 75.00
Civilization and Its Discontents,"FREUD, Sigmund",US$ 20.69
The Gentleman from San Francisco and Other Stories,"Bunin Ivan , D. H. Lawrence and Leonard Woolf, Trans.",US$ 38.66
The Political and Social Doctrine of Communism,R. Palme Dutt,US$ 22.18
"New Writing, New Series, Volume 3. Christmas, 1939","Lehmann, John",US$ 20.00
Tragedy,"Lucas, F. L.",US$ 20.00
The Political and Social Doctrine of Communism,"Dutt, R. Palme",US$ 25.00
Contemporary Music,"Hull, Robert H.",US$ 25.00
A Letter to Madan Blanchard,"Forster, E. M.",US$ 25.00
Socrates,"Mitchison, Naomi ; and R.H.S. Crossman",US$ 25.00
Transitional Poem,"Day Lewis, C.",US$ 30.00
The Military Training of Youth; An Enquiry in the aims and effects of the O. T. C.,"Pekin, L. B. [pseudonym of Reginald Snell]",US$ 30.00
Notes on English Verse Satire,"Wolfe, Humbert",US$ 30.00
"Politics and Morals. Merttens Lecture, 1935","Gooch, G. P.",US$ 35.00
The Magnetic Mountain,"Day Lewis, C.",US$ 35.00
The Whirligig of Taste,"Kellett, E. E.",US$ 35.00
England's Pleasant Land,"Forster, E. M.",US$ 45.00
A Last Chance in Kenya,"Leys, Norman",US$ 45.00
The Structure of the Novel,"Muir, Edwin",US$ 45.00
"Collected Poems, 1929-1933","Day Lewis, C.",US$ 50.00
A Time to Dance and Other Poems,"Day Lewis, C.",US$ 50.00
From Feathers to Iron,"Day Lewis, C.",US$ 50.00
Challenge to Schools. A Pamphlet on Public School Education,"Calder-Marshall, Arthur",US$ 50.00
Art and Commerce,"Fry, Roger",US$ 50.00
A Letter to a Sister,"Lehmann, Rosamond",US$ 50.00
Poets of Tomorrow. Second Selection,"[Lehmann, John, editor]",US$ 50.00
Poems,"Tiller, Terence",US$ 50.00
The Race Problem in Africa,"Buxton, Charles Roden",US$ 75.00
Books and the People,"Cole, Margaret",US$ 75.00
The Judgment of François Villon,"Palmer, Herbert Edward",US$ 75.00
Catchwords and Claptrap,"Macaulay, Rose",US$ 75.00
Histriophone,"Dobree, Bonamy",US$ 75.00
Another Future of Poetry,"Graves, Robert",US$ 75.00
A Letter to a Grandfather,"West, Rebecca",US$ 75.00
The Anatomy of African Misery,"Olivier, Lord",US$ 75.00
Russian Notes,"Lloyd, C. M.",US$ 75.00
Land-Value Rating,"Douglas, F.C.R.",US$ 75.00
Poems,"Lee, Christopher",US$ 75.00
The New Boer War,"Barnes, Leonard",US$ 75.00
The Family Tree,"Plomer, William",US$ 75.00
Talks with Tolstoi,"Goldenveizer, A. B.; Kotelianski, S. S. and Virginia Woolf (trans.) ; Tolstoy, Lev",US$ 95.00
Notes for Poems,"Plomer, William",US$ 95.00
The Worker and Wage Incentives. The Bedaux and Other Systems,"Watson, W. F.",US$ 100.00
Contemporary Techniques of Poetry. A Political Analogy,"Graves, Robert",US$ 100.00
Poetry & Criticism,"Sitwell, Edith",US$ 125.00
The Case is Altered,"Plomer, William",US$ 150.00
The Notebooks of Anton Tchekhov Together with Reminiscences of Tchekhov; Translated by S.S. Koteliansky and Leonard Woolf,"Gorky, Maxim",US$ 150.00
Windless Sky,"Faulkner, Fritz",US$ 175.00
"Democracy under Revision; A lecture delivered at the Sorbonne on March 15th, 1927","Wells, H. G.",US$ 175.00
Three Guineas,"Woolf, Virginia",US$ 200.00
New Country. Prose and Poetry by the authors of New Signatures,"Roberts, Michael (ed.) ; Auden, W.H.;",US$ 200.00
Poems for Spain,"Spender, Stephen ; Lehmann, John (editors)",US$ 200.00
Duncan Grant. With an Introduction by Roger Fry,"Fry, Roger",US$ 250.00
Chosen Poems; With a preface by G.K. Chesterton,"Ainslie, Douglas",US$ 250.00
The Northern Saga,"Kellett, E.E.",US$ 250.00
Poems,"Rylands, George",US$ 250.00
SENLIN: A BIOGRAPHY,"AIKEN, CONRAD",US$ 250.00
Pharos and Pharillon,"Forster, E.M.",US$ 250.00
Transition. Essays on Contemporary Literature,"Muir, Edwin",US$ 300.00
Poems,"Rylands, George",US$ 300.00
The Nice Old Man and the Pretty Girl and other stories.; Translated from the Italian by L. Collison-Morley,"Svevo, Italo ; [Montale, Eugenio]",US$ 300.00
Seducers in Ecuador,"Sackville-West, Vita",US$ 375.00
The Armed Muse,"Palmer, Herbert E.",US$ 375.00
A Sampler of Castille,"Fry, Roger",US$ 400.00
THE DARK; Translated by L.A. Magnus and K. Walter,"ANDREEV, LEONID",US$ 450.00
Anonymity. An Enquiry,"Forster, E. M.",US$ 450.00
Between the Acts,"Woolf, Virginia",US$ 450.00
The Legend of Monte Della Sibilla or le Paradis de la Reine Sibille,"Bell, Clive",US$ 500.00
Henry James at Work,"Bosanquet, Theodora",US$ 500.00
Family History,"Sackville-West, V[ita]",US$ 600.00
Livingstones,"Leon, Derrick",US$ 600.00
The Feather Bed,"Graves, Robert",US$ 600.00
The Legend of Monte Della Sibilla,"Bell, Clive",US$ 750.00
Education Today -- and Tomorrow,"Auden, W. H. and T. C. Worsley",US$ 750.00
To a Proud Phantom,"Limebeer, Ena",US$ 750.00
To a Proud Phantom,"Limebeer, Ena",US$ 750.00
To a Proud Phantom,"Limebeer, Ena",US$ 750.00
Turbott Wolfe,"Plomer, William",US$ 850.00
The Memorial. Portrait of a Family,"Isherwood, Christopher",US$ 850.00
Russet and Taffeta,"Rylands, George","US$ 1,000.00"
Sally Bowles,"Isherwood, Christopher","US$ 1,500.00"
The Story of the Siren,"Forster, E.M.","US$ 1,750.00"
Mutations of the Phoenix,"Read, Herbert","US$ 1,750.00"
Prelude,"Mansfield, Katherine","US$ 7,500.00"
Twelve Original Woodcuts,"Fry, Roger","US$ 12,500.00"
Twelve Original Woodcuts,"Fry, Roger","US$ 12,500.00"
A Letter to W. B. Yeats,"Strong, L. A. G.",US$ 20.00
The Future of Colonies,"Barnes, Leonard",US$ 25.00
The New Realism. A Discussion,"Spender, Stephen",US$ 25.00
A Letter on the French Pictures,"Mortimer, Raymond",US$ 35.00
A Letter from a Black Sheep,"Birrell, Francis",US$ 35.00
The Artist and Psycho-Analysis,"Fry, Roger",US$ 45.00
A Letter to a Young Poet,"Woolf, Virginia",US$ 45.00
Three Plays,"Treveleyan, R. C.",US$ 45.00
Poems,"Allott, Kenneth",US$ 50.00
Disarmament. A Discussion,"Ponsonby, Arthur",US$ 50.00
Progressive Schools,"Pekin, L. B. [pseudonym of Reginald Snell]",US$ 50.00
The Writings of E.M. Forster,"Macaulay, Rose ; (Forster, E.M.)",US$ 65.00
Matrix,"Wellesley, Dorothy",US$ 75.00
It Was Not Jones,"Fitzurse, R. [Geoffrey Phibbs]",US$ 75.00
The Character of John Dryden,"Lubbock, Alan",US$ 75.00
Castles in the Air. The story of my singing days,"Tree, Viola",US$ 75.00
Selected Poems,"Sackville-West, V[ita]",US$ 75.00
The Apology of Arthur Rimbaud. A Dialogue,"Sackville West, Edward",US$ 100.00
Near East Educational Survey,"Wilson, Florence",US$ 100.00
"The 6,000 Beards of Athos. Preface by Ethel Smyth","Brewster, Ralph H.",US$ 100.00
Deserted House. A Poem Sequence,"Wellesley, Dorothy",US$ 125.00
Meleager,"Trevelyan, R. C.",US$ 125.00
Time and Memory,"Lucas, F. I.",US$ 125.00
Anonymity. An Enquiry,"Forster, E. M.",US$ 125.00
Poems and Fables,"Trevelyan, R.C.",US$ 225.00
SENLIN: A BIOGRAPHY,"AIKEN, CONRAD",US$ 250.00
Reminiscences of Leo Nikolayevitch Tolstoi.; Translated by S.S. Koteliansky and Leonard Woolf,"Gorky, Maxim",US$ 300.00
The Backward Son,"Spender, Stephen",US$ 300.00
Songs of Salvation Sin and Satire,"Palmer, Herbert E.",US$ 375.00
Poems,"Bell, Clive",US$ 450.00
Grace after Meat,"Ransom, John Crowe; Graves, Robert (Introduction)",US$ 450.00
Henry James at Work,"Bosanquet, Theodora",US$ 750.00
The Story of the Siren,"Forster, E.M.","US$ 1,250.00"
Twelve Days; An account of a journey across the Bakhtiari Mountains in South-western Persia,"Sackville-West, V[ita]","US$ 1,250.00"
The Mark on the Wall,"Woolf, Virginia","US$ 1,500.00"
Kew Gardens,"Woolf, Virginia","US$ 6,500.00"
Twelve Original Woodcuts,"Fry, Roger","US$ 7,500.00"
A Letter to a Young Poet,"Woolf, Virginia",US$ 100.00
Three Guineas,"Woolf, Virginia",US$ 175.00
"ESSAYS on Literature, History, Politics, Etc.",LEONARD WOOLF,US$ 70.00
THE DREADNOUGHT HOAX,ADRIAN STEPHEN,US$ 290.01
Mr. Norris Changes Trains,"Isherwood, Christopher","US$ 2,800.00"
Reviewing,"Woolf, Virginia : With a Note by Leonard Woolf",US$ 51.72
Psycho-Analysis of the Neuroses,"DEUTSCH, Helene; W.D. Robson-Scott, trans",US$ 27.50
The Defeat of Baudelaire. Apsycho-analytical study of the neurosid of Charles Baudelaire.,"Laforgue, Rene",US$ 58.18
Noah and the Waters,"Lewis, C. Day",US$ 22.00
COLLECTED POEMS - 1929-1933 - TRANSITIONAL POEM FROM FEATHERS TO IRON THE MAGNETIC MONTAIN.,DAY LEWIS C.,US$ 61.54
The Crsis & The Constitution; 1931 & After,"Laski, Harold J.",US$ 50.00
"4 books - The Memorial, My Guru and His Disciple, Exhumations,","Isherwood, Christopher",US$ 275.00
Selected poems,"LEWIS, C. Day",US$ 4.46
Party Going,"Green, Henry","US$ 1,228.34"
Collected Poems 1929-1933: Transitional poem; From Feathers to Iron; The Magnetic Mountain,"Day Lewis, C.",US$ 31.00
Noah and the Waters [signed copy],"Day Lewis, C.",US$ 80.00
A Letter to a Grandfather,"West, Rebecca",US$ 43.60
England's Pleasant Land: A Pageant Play,"Forster, E. M.",US$ 94.00
The New Realism: A Discussion,"Spender, Stephen",US$ 38.00
The Edwardians,"Sackville-West, Vita",US$ 32.40
Reminiscences of Leo Nicolayevitch Tolstoi,"Gorky, Maxim; S. S. Koteliansky and Leonard Woolf (transl.)",US$ 20.00
The Memorial,Christopher Isherwood,US$ 103.44
"The Apology of Arthur Rimbaud: A Dialogue [Hogarth Essays, Second Series]","Sackville West, Edward",US$ 125.00
"Collected Poems 1929-1933: Transitional Poem, From Feathers to Iron, The Magnetic Mountain",C. Day Lewis,US$ 28.96
Pepita,V. Sackville-West,US$ 32.32
Henry James at Work,"Bosanquet, Theodora",US$ 226.65
"A Woman of India: Being the Life of Saroj Nalini, Founder of the Women s Institute Movement in India, second edition, with a foreword by Rabindranath Tagore","Dutt, G. S. (her husband)",US$ 45.50
An Autobiographical Study,"Freud, Sigmund",US$ 26.80
The future of an illusion,"Freud, Sigmund",US$ 28.00
Collected Poems; Volume One,"Sackville-West, V.",US$ 175.00
Rainer Maria Rilke Poems,Leishman {Trans,US$ 15.52
Romance of a Harem,"Forestier-Walker, Clarence",US$ 13.95
Rochester; A Conversation Between Sir George Etherege and Mr FitzJames,"Dobrée, Bonamy",US$ 30.00
Cock Robin's Decease; An Irregular Inquest,"Thompson, Edward",US$ 75.00
Anonymity: An Enquiry,"FORSTER, E.M.",US$ 300.00
Socrates,"Mitchison, Naomi and R. H. S. Crossman",US$ 12.93
Saturday Night at the Greyhound,"HAMPSON, John",US$ 38.79
THE NEW REALISM. A DISCUSSION,"(Hogarth Press). Spender, Stephen",US$ 65.00
Three Guineas,Virginia Woolf,US$ 548.89
The Gentleman from San Francisco and Other Stories,"Bunin, I. A.",US$ 50.00
Some Religious Elements in English Literature,"MACCAULAY, Rose",US$ 18.00
Civilization and its Discontents,Sigmund Freud,US$ 32.99
Paul Valery,Theodora Bosanquet,US$ 6.44
Poems for Spain,"Spender, Stephen; Lehmann, John",US$ 77.58
Poems,"GATES, [Sidney] Barrington (1893-1973)",US$ 965.00
Pepita,"Sackville-West, V. [Vita]",US$ 16.94
"Civilization, War and Death, Selections from Three Works by Sigmund Freud, Psycho-Analytical Epitomes No. 4","Freud, Sigmund ; edited by John Rickman",US$ 23.27
Life of Milton Together with Observations on Paradise Lost,"Racine, Louis; John, Katherine (translated with an Introduction by)",US$ 22.02
The Fortunes and Misfortunes of the Famous Moll Flanders (Hogarth: 1931),"Defoe, Daniel",US$ 22.50
The Psycho-Analytic Study of the Family,"Flugel, J. C.",US$ 7.76
England's Pleasant Land: A Pageant Play,"Forster, E. M.",US$ 44.00
Between the Acts. IN FULL MOROCCO,WOOLF Virginia,US$ 677.53
"Reminiscences of Tolstoy, Chekov & Andreev",Maxim Gorky,US$ 15.52
Sally Bowles - Inspiration for 'Cabaret' - Handsomely rebound in full leather,"Isherwood, Christopher",US$ 452.55
Books and the Public,"Keynes, John Maynard,","US$ 1,818.00"
THE COURSE OF ENGLISH CLASSICISM: FROM THE TUDOR TO THE VICTORIAN AGE.,"Vines, Sherard.",US$ 9.04
New Introductory Lectures on Psycho-Analysis.,FREUD (Sigmund).,US$ 226.27
Jacob's Room [Uniform Edition],"Woolf, Virginia",US$ 33.89
The Common Reader (First Series) [Uniform Edition],"Woolf, Virginia",US$ 33.89
The Common Reader. Second Series,"Woolf, Virginia",US$ 33.89
The Dark,"ANDREEV [ANDREYEV], Leonid (1871-1919), [MAGNUS, L.A., and WALTER, K., translators]",US$ 122.83
Paul Valery,"Bosanquet, Theodora",US$ 12.29
Lyrical Poetry from Blake to Hardy,"Grierson, H. J. C.",US$ 38.79
Flush. A Biography. IN FULL MOROCCO,WOOLF Virginia,US$ 499.09
Lions And Shadows,"ISHERWOOD, CHRISTOPHER",US$ 300.00
Poems,"Bell, Clive",US$ 452.55
The Writings of E.M. Forster,"Macaulay, Rose",US$ 67.44
The Dark,"Andreyev, Leonid",US$ 105.00
Tragedy in Relation to Aristotle's Poetics,"Lucas, F. L.",US$ 18.77
A Broadcast Anthology of Modern Poetry,"Dorothy Wellesley, editor.",US$ 37.50
Collected Papers: Volume III,"FREUD, SIGMUND",US$ 226.27
"Poems (signed - handprinted by the Woolfs!),","Rylands, George:",US$ 177.41
The psycho-analytic study of the family,J. C. Flugel,US$ 9.43
Seducers in Equador,Vita Sackville-West,US$ 550.00
The Memorial,Isherwood Christopher,US$ 12.93
Solitude - a Poem,"Sackville-West, V.",US$ 51.72
WALTER SICKERT A CONVERSATION BY VIRGINIA WOOLF,"Woolf, Virginia",US$ 70.00
The Dark,"ANDREEV, Leonid",US$ 226.27
Pharos and Pharillon.,"Forster, E. M. [Edward M.].","US$ 1,663.19"
Transitional Poem,C Day Lewis,US$ 34.91
Family history.,Sackville-West V.,US$ 44.35
Noah and the Waters (Signed),"Day Lewis, C.",US$ 64.65
Lions and Shadows,Christopher Isherwood,US$ 44.05
Democracy under revision. A lecture delivered at the Sorbonne on March 15th 1927,"Wells, H.G.",US$ 32.32
The Northern Saga,"KELLETT, E. E.",US$ 400.00
The Development of English Biography,"Nicolson, Harold",US$ 58.18
An Autobiographical Study,Sigmund Freud,US$ 19.39
The Marionette,"MUIR, Edwin",US$ 55.00
A Time To Dance And Other Poems,"Lewis,C Day",US$ 12.93
The Writings of E. M. Forster,"MACAULAY, Rose",US$ 45.25
"Collected Poems, 1929-1933","Day Lewis, Cecil",US$ 10.34
The Edwardians,SACKVILLE-WEST V(ita),US$ 28.45
Land - Value Rating. Theory and Practice,"Douglas, F.C.R.",US$ 25.00
Noah and the Waters,C.Day Lewis,US$ 52.19
THE CASE IS ALTERED (IN CROWN LIBRARY JACKET),"PLOMER, WILLIAM",US$ 95.00
THE PSYCHO-ANALYTIC STUDY OF THE FAMILY,"FLOYD, W.F. & WELFORD, A.T. (eds)",US$ 15.52
Transition (Essays on Contemporary Literature) with Dustwrapper,"Muir, Edwin",US$ 258.60
COLLECTED PAPERS - VOL I,"Freud, Sigmund",US$ 15.40
NOTES ON ENGLISH VERSE SATIRE,Humbert Wolfe,US$ 10.00
The State of Religious Belief,"Braithwaite, R.B.",US$ 52.59
TO A PROUD PHANTOM,"LIMEBEER, Ena",US$ 711.15
From Moscow to Samarkand (UK 1st impression - Hogarth Press),"Utley, Freda as Z. Y.",US$ 19.39
MONDAY OR TUESDAY,"WOOLF, VIRGINIA","US$ 1,291.95"
The Dark,"(HOGARTH PRESS). ANDREEV, LEONID",US$ 122.83
Pepita,"Sackville-West, Vita",US$ 15.00
The Years. IN FULL MOROCCO,WOOLF Virginia,"US$ 1,086.11"
PSYCHO-ANALYSIS OF THE NEUROSES international psycho-analytical library No. 23,"Deutsch, Helene trans: Robson-Scott, W. D.",US$ 125.00
LATER POEMS,"RILKE, Rainer Maria, trans., intro. & commentary by J.B. Leishman",US$ 18.10
A Letter to Mrs. Virginia Woolf,Peter Quennell,US$ 19.39
Antiquarian Prejudice,Betjeman John,US$ 32.32
German Lyric Poetry,"Macleod, Norman",US$ 35.00
The Common Reader: No. 2,Virginia Woolf,US$ 30.00
Moses and Monotheism,"Sigmund Jones, Katherine, Freud",US$ 5.55
Some Religious Elements in English Literature. Hogarth Lecture No. 14,Rose Macaulay,US$ 11.17
Talks with Tolstoi;,Goldenveizer A.B.,US$ 125.00
Contemporary Techniques of Poetry: A Political Analogy (The Hogarth Essays),"Graves, Robert",US$ 50.00
A Letter to a Sister,"Lehmann ,R.",US$ 25.86
As You Were,"Benson, Wilfred",US$ 175.00
A time to dance : and other poems,"Day Lewis, Cecil (1904-1972)",US$ 34.00
Disarmament,Prof. P. J. Noel Baker,US$ 11.09
Stavrogin's Confession and The Plan of The Life of a Great Sinner. With introductory and explanatory notes.,"Dostoevsky, F. M.; Koteliansky, S. S. and Woolf, Virginia (translated by).",US$ 129.30
Adventure and Other Papers,"Nansen, Fridtjof",US$ 30.00
The Future of an Illusion,Freud Sigmund,US$ 24.57
Anonymity - An Enquiry.,"FORSTER, E.M.",US$ 161.62
A time to dance : and other poems,"Day Lewis, Cecil (1904-1972)",US$ 27.72
New Introductory Lectures On Psycho-Analysis. International Psycho-Analytical Library #24,"Freud, Sigmund:",US$ 10.34
The Armed Muse Poems,"Palmer, Herbert E.",US$ 25.86
The voyage out,"WOOLF, Virginia",US$ 41.11
Lions and Shadows. An Education in the Twenties,"Isherwood, Christopher",US$ 75.00
Noah and the Waters,"Day Lewis, Cecil",US$ 38.79
The Common Reader,"Woolf, Virginia",US$ 25.86
"It Was Not Jones. Hogarth Living Poets, No. 2. First Edition, Boards. London, 1928","Fitzurse, R.",US$ 50.00
The Judgment of Francois Villon: A Pageant-Episode Play in Five Acts,"PALMER, Herbert Edward",US$ 64.65
JOURNEY TO THE BORDER.,"UPWARD, Edward.",US$ 142.23
Reviewing,"Woolf, Virginia",US$ 60.00
Three Guineas,"Woolf, Virginia",US$ 19.95
Further Contributions to the Theory and Technique of Psycho-Analysis,"Ferenczi, Sandor (Greenacre Phyllis)",US$ 55.00
Lions and Shadows; An Education in the Twenties,"Isherwood, Christopher",US$ 50.00
The Common Reader Second Series,"Woolf, Virginia",US$ 400.00
Three Guineas,"Woolf, Virginia",US$ 650.00
Sally Bowles,"Isherwood, Christopher","US$ 1,799.99"
Lions and Shadows An Education in the Twenties,"Isherwood, Christopher",US$ 599.99
L.E.L. A Mystery of the Thirties,"(Landon, Letitia Elizabeth) Enfield, D.E.",US$ 75.00
A Letter to Madan Blanchard,"Forster, E.M.",US$ 75.00
The Magnetic Mountain,"Day Lewis, C.",US$ 75.00
England's Pleasant Land. A Pageant Play,"Forster, E.M.",US$ 125.00
Allegra,"(Byron, Lord) Origo, Iris",US$ 75.00
Original Letters from India (1779-1815) . with introductory and terminal notes by E. M. Forster,"(Forster, E. M) Fay, Mrs. Eliza",US$ 75.00
Family History,"Sackville-West, V[ita]",US$ 60.00
Roger Fry: A Biography,"WOOLF, Virginia","US$ 1,500.00"
The Marionette,Edwin Muir,US$ 59.48
The Years,"Woolf, Virginia",US$ 258.60
Index Psychoanalyticus 1893- 1926.,"Rickman, John (ED.)",US$ 17.22
"The Common Sense of World Peace; an address delivered in the Reichstag at Berlin, on Monday, April 15th, 1929",Wells (H.G.).,US$ 101.82
"Democracy Under Revision; a lecture delivered at the Sorbonne on March 15th, 1927",Wells (H.G.).,US$ 108.61
PSYCHO-ANALYSIS OF THE NEUROSES,"DEUTSCH,DR. HELENE",US$ 17.50
The Backward Son (In Superb Condition),"Spender, Stephen",US$ 510.73
Noah and the Waters,"Day Lewis, C.",US$ 32.40
The Golden Ass of Lucius Apuleius,"Apuleius; William Adlington, Translator; F. J. Harvey Darton, Editor;",US$ 60.00
PEPITA,SACKVILLE-WEST V.,US$ 39.69
Poems,"Allott, Kenneth",US$ 40.00
"Composition As Explanation (Hogarth Essays, Second Series)",Gertrude Stein,US$ 175.00
WHITE CAPITAL & COLOURED LABOUR.,Lord Olivier,US$ 22.18
Aftermath,"Trevelyan, R. C.",US$ 50.00
A ROOM OF ONE'S OWN,"WOOLF, Virginia","US$ 9,375.00"
Pharos and Pharillon,"Forster, E. M.",US$ 38.79
The Writings of E. M. Forster.,Rose Macaulay.,US$ 34.91
Collected Papers Vol. II,"Freud, Sigmund",US$ 32.32
Monday or Tuesday,Virginia Woolf,"US$ 2,000.00"
The Judgement of François Villon. A Pageant-Episode in Five Acts. (SIGNED),HERBERT EDWARD PALMER,US$ 96.97
The Satyricon of Petronius Arbiter,Petronius Arbiter; Oscar Wilde,US$ 125.00
The Course of Engish Classicism,"Vines, Sherard",US$ 12.93
To a Proud Phantom,"Limebeer, Ena",US$ 850.00
Romance of a Harem,"Forestier-Walker, Clarence",US$ 18.95
"Daylight, Volume I (European Arts and Letters Yesterday, Today, Tomorrow)","Journal. Contributions by Stephen Spender, George Seferis, David Gascoyne, Karel Brusak, John Lehmann, Pantelis Prevelakis, Jiri Mucha, Frantisek Halas, V. S. Pritchett, et al.",US$ 36.30
"Satyricon, in the translation attributed to Oscar Wilde","Petronius Arbiter, with an Introduction by Oscar Wilde",US$ 24.20
The Common Reader. Second Series,"Woolf, Virginia",US$ 50.83
"Collected Poems: 1929-1933: Transitional Poem, From Feathers to Iron, The Magnetic Mountain","LEWIS, C. Day",US$ 20.00
"Collected Poems: 1929-1933: Transitional Poem, From Feathers to Iron, The Magnetic Mountain","LEWIS, C. Day",US$ 50.00
ENGLAND'S PLEASANT LAND,"Forster, E. M.",US$ 69.00
On the Nightmare,"Jones, Ernest",US$ 45.00
Moses and Monotheism,"Freud, Sigmund",US$ 70.00
On the Nightmare,"Jones, Ernest",US$ 55.00
On Being Ill,"Woolf, Virginia","US$ 8,500.00"
Jacob's Room,"Woolf, Virginia","US$ 2,000.00"
Transitional Poem,"Day Lewis, Cecil",US$ 71.11
Aftermath,"Trevelyan, R.C.",US$ 45.00
Reviewing. With a Note by Leonard Woolf.,Virginia Woolf.,US$ 55.44
Collected poems,"Sackville-West, V.",US$ 150.00
A time to dance and other poems.,"Lewis, C. Day",US$ 12.93
The Judgment of Francois Villon a Pageant-Episode Play in Five Acts,Herbert Edward Palmer,US$ 55.60
The Common Reader: Second Series,"Woolf, Virginia",US$ 210.00
Three Guineas,"Woolf, Virginia",US$ 200.00
A LETTER TO MADAN BLANCHARD,"Forster, E. M.",US$ 51.75
Sally Bowles,"Isherwood, Christopher",US$ 250.00
The Writings of E.M. Forster,"Macaulay, Rose",US$ 50.00
The Satyricon of Petronius Arbiter,"ARBITER, Petronius",US$ 25.00
DARWIN.,"Pekin, L.B.",US$ 28.75
Selected Poems,"DAY LEWIS, C.",US$ 38.50
The Marionette,Edwin Muir,US$ 59.48
The Years,"Woolf, Virginia",US$ 258.60
Index Psychoanalyticus 1893- 1926.,"Rickman, John (ED.)",US$ 17.22
